Name,Subject
D. G. Pearson,Arts and Humanities (miscellaneous)
D. G. Pearson,Inorganic Chemistry
D. G. Pearson,Statistics and Probability
D. G. Pearson,Pharmacology
D. G. Pearson,Computational Theory and Mathematics
D. G. Pearson,Environmental Chemistry
D. G. Pearson,Geotechnical Engineering and Engineering Geology
D. G. Pearson,Museology
D. G. Pearson,Anatomy
D. G. Pearson,History
D. G. Pearson,Waste Management and Disposal
D. G. Pearson,Anthropology
D. G. Pearson,Earth and Planetary Sciences (all)
D. G. Pearson,Nuclear and High Energy Physics
D. G. Pearson,Organic Chemistry
D. G. Pearson,Computer Science Applications
D. G. Pearson,Fuel Technology
D. G. Pearson,Earth-Surface Processes
D. G. Pearson,Space and Planetary Science
D. G. Pearson,Computational Mathematics
D. G. Pearson,Ocean Engineering
D. G. Pearson,Radiation
D. G. Pearson,Archeology (arts and humanities)
D. G. Pearson,Chemistry (all)
D. G. Pearson,Biochemistry
Giulia Pedrielli,Engineering (all)
Giulia Pedrielli,"Business, Management and Accounting (miscellaneous)"
Giulia Pedrielli,Computer Science Applications
Giulia Pedrielli,Developmental and Educational Psychology
Giulia Pedrielli,Modeling and Simulation
Giulia Pedrielli,Information Systems and Management
Giulia Pedrielli,Control and Systems Engineering
Giulia Pedrielli,Information Systems
Giulia Pedrielli,Ocean Engineering
Giulia Pedrielli,Strategy and Management
Giulia Pedrielli,Transportation
Giulia Pedrielli,Numerical Analysis
Giulia Pedrielli,Industrial and Manufacturing Engineering
Giulia Pedrielli,Decision Sciences (all)
Giulia Pedrielli,Theoretical Computer Science
Giulia Pedrielli,Management Science and Operations Research
Giulia Pedrielli,Pollution
Giulia Pedrielli,Water Science and Technology
Giulia Pedrielli,"Safety, Risk, Reliability and Quality"
Giulia Pedrielli,Applied Mathematics
Giulia Pedrielli,Software
Giulia Pedrielli,Building and Construction
Giulia Pedrielli,Control and Optimization
Giulia Pedrielli,Decision Sciences (miscellaneous)
Giulia Pedrielli,Social Sciences (all)
Giulia Pedrielli,Computer Science (all)
Giulia Pedrielli,Electrical and Electronic Engineering
Giulia Pedrielli,Business and International Management
Giulia Pedrielli,Automotive Engineering
Giulia Pedrielli,Civil and Structural Engineering
Giulia Pedrielli,Mechanical Engineering
Giulia Pedrielli,Sociology and Political Science
Ram M. Pendyala,Economics and Econometrics
Ram M. Pendyala,Health Professions  (all)
Ram M. Pendyala,Strategy and Management
Ram M. Pendyala,Engineering (all)
Ram M. Pendyala,Environmental Science (miscellaneous)
Ram M. Pendyala,"Statistics, Probability and Uncertainty"
Ram M. Pendyala,"Geography, Planning and Development"
Ram M. Pendyala,Social Sciences (all)
Ram M. Pendyala,Mechanical Engineering
Ram M. Pendyala,"Safety, Risk, Reliability and Quality"
Ram M. Pendyala,Human Factors and Ergonomics
Ram M. Pendyala,Modeling and Simulation
Ram M. Pendyala,Automotive Engineering
Ram M. Pendyala,Computer Science (all)
Ram M. Pendyala,Urban Studies
Ram M. Pendyala,Chemical Health and Safety
Ram M. Pendyala,"Economics, Econometrics and Finance (all)"
Ram M. Pendyala,"Public Health, Environmental and Occupational Health"
Ram M. Pendyala,Medicine (all)
Ram M. Pendyala,Building and Construction
Ram M. Pendyala,Development
Ram M. Pendyala,Pollution
Ram M. Pendyala,"Business, Management and Accounting (all)"
Ram M. Pendyala,Environmental Engineering
Ram M. Pendyala,Education
Ram M. Pendyala,Civil and Structural Engineering
Ram M. Pendyala,Transportation
Ram M. Pendyala,Environmental Science (all)
Ram M. Pendyala,Electrical and Electronic Engineering
Ram M. Pendyala,Management Science and Operations Research
Ram M. Pendyala,Safety Research
Ram M. Pendyala,Industrial and Manufacturing Engineering
Ram M. Pendyala,Agricultural and Biological Sciences (all)
Ram M. Pendyala,Mathematics (all)
Ram M. Pendyala,"Management, Monitoring, Policy and Law"
Ram M. Pendyala,Computer Science Applications
Ram M. Pendyala,"Renewable Energy, Sustainability and the Environment"
Ram M. Pendyala,Law
Ram M. Pendyala,Arts and Humanities (miscellaneous)
Ram M. Pendyala,Energy (all)
Ram M. Pendyala,Architecture
Ram M. Pendyala,"Biochemistry, Genetics and Molecular Biology (all)"
Clint A. Penick,Arts and Humanities (miscellaneous)
Clint A. Penick,Neuroscience (all)
Clint A. Penick,Molecular Biology
Clint A. Penick,Medicine (all)
Clint A. Penick,"Biochemistry, Genetics and Molecular Biology (all)"
Clint A. Penick,Insect Science
Clint A. Penick,Behavioral Neuroscience
Clint A. Penick,Aquatic Science
Clint A. Penick,Computer Graphics and Computer-Aided Design
Clint A. Penick,Animal Science and Zoology
Clint A. Penick,Environmental Science (all)
Clint A. Penick,Physiology
Clint A. Penick,Urban Studies
Clint A. Penick,Biochemistry
Clint A. Penick,Immunology and Microbiology (all)
Clint A. Penick,Multidisciplinary
Clint A. Penick,Plant Science
Clint A. Penick,Agricultural and Biological Sciences (miscellaneous)
Clint A. Penick,"Ecology, Evolution, Behavior and Systematics"
Clint A. Penick,Agricultural and Biological Sciences (all)
Clint A. Penick,Nature and Landscape Conservation
Clint A. Penick,Ecology
Christopher Ryan Penton,Environmental Chemistry
Christopher Ryan Penton,Medicine (all)
Christopher Ryan Penton,"Biochemistry, Genetics and Molecular Biology (all)"
Christopher Ryan Penton,Biotechnology
Christopher Ryan Penton,Agronomy and Crop Science
Christopher Ryan Penton,Earth and Planetary Sciences (miscellaneous)
Christopher Ryan Penton,Molecular Biology
Christopher Ryan Penton,Environmental Science (all)
Christopher Ryan Penton,Virology
Christopher Ryan Penton,Aquatic Science
Christopher Ryan Penton,Physics and Astronomy (all)
Christopher Ryan Penton,Microbiology
Christopher Ryan Penton,Oceanography
Christopher Ryan Penton,Multidisciplinary
Christopher Ryan Penton,Bioengineering
Christopher Ryan Penton,Food Science
Christopher Ryan Penton,Agricultural and Biological Sciences (miscellaneous)
Christopher Ryan Penton,Ecology
Christopher Ryan Penton,"Renewable Energy, Sustainability and the Environment"
Christopher Ryan Penton,Applied Microbiology and Biotechnology
Christopher Ryan Penton,Microbiology (medical)
Christopher Ryan Penton,Soil Science
Christopher Ryan Penton,Environmental Engineering
Christopher Ryan Penton,"Biochemistry, Genetics and Molecular Biology (miscellaneous)"
Christopher Ryan Penton,Biochemistry
Christopher Ryan Penton,Chemistry (all)
Christopher Ryan Penton,Immunology and Microbiology (all)
Christopher Ryan Penton,Global and Planetary Change
Christopher Ryan Penton,"Ecology, Evolution, Behavior and Systematics"
Christopher Ryan Penton,Waste Management and Disposal
Christopher Ryan Penton,Forestry
Christopher Ryan Penton,Agricultural and Biological Sciences (all)
François Perreault,Biomedical Engineering
François Perreault,Applied Microbiology and Biotechnology
François Perreault,Soil Science
François Perreault,Toxicology
François Perreault,Chemical Engineering (all)
François Perreault,Environmental Engineering
François Perreault,Mechanics of Materials
François Perreault,Aquatic Science
François Perreault,Chemistry (all)
François Perreault,Nature and Landscape Conservation
François Perreault,Water Science and Technology
François Perreault,Ecological Modeling
François Perreault,Plant Science
François Perreault,"Public Health, Environmental and Occupational Health"
François Perreault,Materials Science (all)
François Perreault,Filtration and Separation
François Perreault,Global and Planetary Change
François Perreault,"Electronic, Optical and Magnetic Materials"
François Perreault,Geotechnical Engineering and Engineering Geology
François Perreault,"Surfaces, Coatings and Films"
François Perreault,"Renewable Energy, Sustainability and the Environment"
François Perreault,Urban Studies
François Perreault,Biophysics
François Perreault,Microbiology
François Perreault,Radiological and Ultrasound Technology
François Perreault,Materials Science (miscellaneous)
François Perreault,Electrochemistry
François Perreault,Ecology
François Perreault,Materials Chemistry
François Perreault,Physics and Astronomy (all)
François Perreault,Food Science
François Perreault,Physical and Theoretical Chemistry
François Perreault,"Atomic and Molecular Physics, and Optics"
François Perreault,Physiology
François Perreault,"Geography, Planning and Development"
François Perreault,Biomaterials
François Perreault,"Health, Toxicology and Mutagenesis"
François Perreault,Radiation
François Perreault,Pollution
François Perreault,Earth and Planetary Sciences (miscellaneous)
François Perreault,Cell Biology
François Perreault,Colloid and Surface Chemistry
François Perreault,Mechanical Engineering
François Perreault,"Biochemistry, Genetics and Molecular Biology (all)"
François Perreault,Agronomy and Crop Science
François Perreault,Organic Chemistry
François Perreault,"Radiology, Nuclear Medicine and Imaging"
François Perreault,Engineering (all)
François Perreault,Waste Management and Disposal
François Perreault,"Management, Monitoring, Policy and Law"
François Perreault,Biochemistry
François Perreault,Environmental Chemistry
François Perreault,"Ecology, Evolution, Behavior and Systematics"
Charles A. Perrings,Food Science
Charles A. Perrings,"Geography, Planning and Development"
Charles A. Perrings,Urban Studies
Charles A. Perrings,Computer Science (all)
Charles A. Perrings,Industrial and Manufacturing Engineering
Charles A. Perrings,Immunology and Microbiology (all)
Charles A. Perrings,Sociology and Political Science
Charles A. Perrings,Management of Technology and Innovation
Charles A. Perrings,History and Philosophy of Science
Charles A. Perrings,"Renewable Energy, Sustainability and the Environment"
Charles A. Perrings,Genetics
Charles A. Perrings,Animal Science and Zoology
Charles A. Perrings,Chemistry (all)
Charles A. Perrings,Aerospace Engineering
Charles A. Perrings,Global and Planetary Change
Charles A. Perrings,"Economics, Econometrics and Finance (all)"
Charles A. Perrings,"Tourism, Leisure and Hospitality Management"
Charles A. Perrings,"Health, Toxicology and Mutagenesis"
Charles A. Perrings,Forestry
Charles A. Perrings,Ecology
Charles A. Perrings,Embryology
Charles A. Perrings,Molecular Biology
Charles A. Perrings,Pollution
Charles A. Perrings,Arts and Humanities (miscellaneous)
Charles A. Perrings,Aquatic Science
Charles A. Perrings,Developmental Biology
Charles A. Perrings,"Safety, Risk, Reliability and Quality"
Charles A. Perrings,Neuroscience (all)
Charles A. Perrings,Energy Engineering and Power Technology
Charles A. Perrings,Chemical Engineering (all)
Charles A. Perrings,Oceanography
Charles A. Perrings,Agricultural and Biological Sciences (all)
Charles A. Perrings,Environmental Science (all)
Charles A. Perrings,Business and International Management
Charles A. Perrings,Development
Charles A. Perrings,Agricultural and Biological Sciences (miscellaneous)
Charles A. Perrings,"Management, Monitoring, Policy and Law"
Charles A. Perrings,Multidisciplinary
Charles A. Perrings,Mathematics (all)
Charles A. Perrings,Environmental Science (miscellaneous)
Charles A. Perrings,Social Sciences (all)
Charles A. Perrings,History
Charles A. Perrings,Organizational Behavior and Human Resource Management
Charles A. Perrings,Statistics and Probability
Charles A. Perrings,Environmental Chemistry
Charles A. Perrings,Engineering (all)
Charles A. Perrings,Medicine (all)
Charles A. Perrings,Earth and Planetary Sciences (all)
Charles A. Perrings,"Business, Management and Accounting (all)"
Charles A. Perrings,Waste Management and Disposal
Charles A. Perrings,Economics and Econometrics
Charles A. Perrings,Ecological Modeling
Charles A. Perrings,Applied Mathematics
Charles A. Perrings,Immunology
Charles A. Perrings,"Public Health, Environmental and Occupational Health"
Charles A. Perrings,Modeling and Simulation
Charles A. Perrings,Pharmacology
Charles A. Perrings,Nature and Landscape Conservation
Charles A. Perrings,"Ecology, Evolution, Behavior and Systematics"
Charles A. Perrings,Environmental Engineering
Charles A. Perrings,Agronomy and Crop Science
Charles A. Perrings,Medicine (miscellaneous)
Charles A. Perrings,Computational Theory and Mathematics
Charles A. Perrings,Cell Biology
Charles A. Perrings,Strategy and Management
Charles A. Perrings,"Statistics, Probability and Uncertainty"
Charles A. Perrings,Political Science and International Relations
Charles A. Perrings,"Biochemistry, Genetics and Molecular Biology (all)"
Darren Petrucci,Visual Arts and Performing Arts
Darren Petrucci,Urban Studies
Darren Petrucci,Multidisciplinary
Darren Petrucci,Architecture
Darren Petrucci,"Geography, Planning and Development"
Deirdre Pfeiffer,"Geography, Planning and Development"
Deirdre Pfeiffer,Economics and Econometrics
Deirdre Pfeiffer,"Management, Monitoring, Policy and Law"
Deirdre Pfeiffer,Urban Studies
Deirdre Pfeiffer,"Renewable Energy, Sustainability and the Environment"
Deirdre Pfeiffer,Social Sciences (miscellaneous)
Deirdre Pfeiffer,Applied Psychology
Deirdre Pfeiffer,Sociology and Political Science
Deirdre Pfeiffer,Clinical Psychology
Deirdre Pfeiffer,Development
Deirdre Pfeiffer,Environmental Science (miscellaneous)
Stephanie L. Pfirman,Environmental Science (all)
Stephanie L. Pfirman,Water Science and Technology
Stephanie L. Pfirman,Nature and Landscape Conservation
Stephanie L. Pfirman,Geology
Stephanie L. Pfirman,Space and Planetary Science
Stephanie L. Pfirman,Oceanography
Stephanie L. Pfirman,Environmental Chemistry
Stephanie L. Pfirman,Engineering (all)
Stephanie L. Pfirman,Economics and Econometrics
Stephanie L. Pfirman,Earth and Planetary Sciences (all)
Stephanie L. Pfirman,Atmospheric Science
Stephanie L. Pfirman,Global and Planetary Change
Stephanie L. Pfirman,Waste Management and Disposal
Stephanie L. Pfirman,Business and International Management
Stephanie L. Pfirman,Multidisciplinary
Stephanie L. Pfirman,Urban Studies
Stephanie L. Pfirman,Food Science
Stephanie L. Pfirman,"Management, Monitoring, Policy and Law"
Stephanie L. Pfirman,"Geography, Planning and Development"
Stephanie L. Pfirman,"Renewable Energy, Sustainability and the Environment"
Stephanie L. Pfirman,Mathematics (all)
Stephanie L. Pfirman,Ecology
Stephanie L. Pfirman,Environmental Engineering
Stephanie L. Pfirman,Energy (all)
Stephanie L. Pfirman,Pollution
Stephanie L. Pfirman,Geochemistry and Petrology
Stephanie L. Pfirman,Earth and Planetary Sciences (miscellaneous)
Stephanie L. Pfirman,Physics and Astronomy (all)
Stephanie L. Pfirman,Aquatic Science
Stephanie L. Pfirman,Strategy and Management
Stephanie L. Pfirman,Geophysics
Stephanie L. Pfirman,Information Systems
Stephanie L. Pfirman,Computers in Earth Sciences
Patrick E. Phelan,Chemical Engineering (all)
Patrick E. Phelan,Energy Engineering and Power Technology
Patrick E. Phelan,"Radiology, Nuclear Medicine and Imaging"
Patrick E. Phelan,Environmental Science (miscellaneous)
Patrick E. Phelan,Condensed Matter Physics
Patrick E. Phelan,Control and Systems Engineering
Patrick E. Phelan,"Management, Monitoring, Policy and Law"
Patrick E. Phelan,Chemistry (miscellaneous)
Patrick E. Phelan,Metals and Alloys
Patrick E. Phelan,Software
Patrick E. Phelan,Engineering (all)
Patrick E. Phelan,Acoustics and Ultrasonics
Patrick E. Phelan,Hardware and Architecture
Patrick E. Phelan,Biomedical Engineering
Patrick E. Phelan,Fuel Technology
Patrick E. Phelan,Physics and Astronomy (miscellaneous)
Patrick E. Phelan,Transportation
Patrick E. Phelan,Ceramics and Composites
Patrick E. Phelan,Environmental Engineering
Patrick E. Phelan,Instrumentation
Patrick E. Phelan,Inorganic Chemistry
Patrick E. Phelan,Energy (all)
Patrick E. Phelan,Clinical Biochemistry
Patrick E. Phelan,Nuclear and High Energy Physics
Patrick E. Phelan,Engineering (miscellaneous)
Patrick E. Phelan,Atmospheric Science
Patrick E. Phelan,Plant Science
Patrick E. Phelan,Chemistry (all)
Patrick E. Phelan,Water Science and Technology
Patrick E. Phelan,Spectroscopy
Patrick E. Phelan,Polymers and Plastics
Patrick E. Phelan,Biotechnology
Patrick E. Phelan,Mechanics of Materials
Patrick E. Phelan,Electrochemistry
Patrick E. Phelan,Nuclear Energy and Engineering
Patrick E. Phelan,Building and Construction
Patrick E. Phelan,Civil and Structural Engineering
Patrick E. Phelan,Electrical and Electronic Engineering
Patrick E. Phelan,Energy (miscellaneous)
Patrick E. Phelan,Ocean Engineering
Patrick E. Phelan,Physiology
Patrick E. Phelan,Physical and Theoretical Chemistry
Patrick E. Phelan,"Atomic and Molecular Physics, and Optics"
Patrick E. Phelan,Physics and Astronomy (all)
Patrick E. Phelan,Bioengineering
Patrick E. Phelan,Biophysics
Patrick E. Phelan,Food Science
Patrick E. Phelan,"Geography, Planning and Development"
Patrick E. Phelan,Industrial and Manufacturing Engineering
Patrick E. Phelan,Mechanical Engineering
Patrick E. Phelan,Urban Studies
Patrick E. Phelan,Materials Science (miscellaneous)
Patrick E. Phelan,Materials Science (all)
Patrick E. Phelan,"Electronic, Optical and Magnetic Materials"
Patrick E. Phelan,Ecology
Patrick E. Phelan,"Surfaces, Coatings and Films"
Patrick E. Phelan,Fluid Flow and Transfer Processes
Patrick E. Phelan,Computational Theory and Mathematics
Patrick E. Phelan,Colloid and Surface Chemistry
Patrick E. Phelan,Computational Mechanics
Patrick E. Phelan,Immunology and Allergy
Patrick E. Phelan,Pollution
Patrick E. Phelan,Surfaces and Interfaces
Patrick E. Phelan,Environmental Science (all)
Patrick E. Phelan,Biochemistry
Patrick E. Phelan,"Health, Toxicology and Mutagenesis"
Patrick E. Phelan,Chemical Engineering (miscellaneous)
Patrick E. Phelan,Process Chemistry and Technology
Patrick E. Phelan,Automotive Engineering
Patrick E. Phelan,Control and Optimization
Patrick E. Phelan,Physiology (medical)
Patrick E. Phelan,Computer Science Applications
Patrick E. Phelan,Medicine (all)
Patrick E. Phelan,Environmental Chemistry
Patrick E. Phelan,Biomaterials
Patrick E. Phelan,"Renewable Energy, Sustainability and the Environment"
Patrick E. Phelan,Organic Chemistry
K. David Pijawka,Nuclear Energy and Engineering
K. David Pijawka,Decision Sciences (all)
K. David Pijawka,Earth-Surface Processes
K. David Pijawka,Public Administration
K. David Pijawka,Nature and Landscape Conservation
K. David Pijawka,Safety Research
K. David Pijawka,"Economics, Econometrics and Finance (all)"
K. David Pijawka,Philosophy
K. David Pijawka,Social Sciences (miscellaneous)
K. David Pijawka,Civil and Structural Engineering
K. David Pijawka,Law
K. David Pijawka,Pollution
K. David Pijawka,Environmental Engineering
K. David Pijawka,Development
K. David Pijawka,Energy Engineering and Power Technology
K. David Pijawka,Political Science and International Relations
K. David Pijawka,Environmental Science (all)
K. David Pijawka,Computers in Earth Sciences
K. David Pijawka,"Safety, Risk, Reliability and Quality"
K. David Pijawka,Urban Studies
K. David Pijawka,"Renewable Energy, Sustainability and the Environment"
K. David Pijawka,"Management, Monitoring, Policy and Law"
K. David Pijawka,Chemical Health and Safety
K. David Pijawka,Agricultural and Biological Sciences (miscellaneous)
K. David Pijawka,Human-Computer Interaction
K. David Pijawka,Geology
K. David Pijawka,Earth and Planetary Sciences (all)
K. David Pijawka,Ecology
K. David Pijawka,Energy (all)
K. David Pijawka,Social Sciences (all)
K. David Pijawka,Sociology and Political Science
K. David Pijawka,"Geography, Planning and Development"
K. David Pijawka,"Business, Management and Accounting (all)"
K. David Pijawka,Education
K. David Pijawka,Economics and Econometrics
K. David Pijawka,Anthropology
K. David Pijawka,Engineering (all)
K. David Pijawka,Global and Planetary Change
K. David Pijawka,Waste Management and Disposal
K. David Pijawka,Process Chemistry and Technology
K. David Pijawka,Environmental Science (miscellaneous)
K. David Pijawka,Fuel Technology
Kathleen H. Pine,Computer Graphics and Computer-Aided Design
Kathleen H. Pine,Epidemiology
Kathleen H. Pine,Strategy and Management
Kathleen H. Pine,"Geography, Planning and Development"
Kathleen H. Pine,Human-Computer Interaction
Kathleen H. Pine,Computer Science (all)
Kathleen H. Pine,Computer Networks and Communications
Kathleen H. Pine,Business and International Management
Kathleen H. Pine,"Management, Monitoring, Policy and Law"
Kathleen H. Pine,"Renewable Energy, Sustainability and the Environment"
Kathleen H. Pine,Management of Technology and Innovation
Kathleen H. Pine,Social Sciences (miscellaneous)
Kathleen H. Pine,"Public Health, Environmental and Occupational Health"
Kathleen H. Pine,Health Informatics
Kathleen H. Pine,Software
Kathleen H. Pine,"Business, Management and Accounting (all)"
Beth A. Polidoro,Environmental Science (all)
Beth A. Polidoro,"Health, Toxicology and Mutagenesis"
Beth A. Polidoro,Aquatic Science
Beth A. Polidoro,Waste Management and Disposal
Beth A. Polidoro,Pollution
Beth A. Polidoro,Oceanography
Beth A. Polidoro,"Public Health, Environmental and Occupational Health"
Beth A. Polidoro,Environmental Engineering
Beth A. Polidoro,"Biochemistry, Genetics and Molecular Biology (all)"
Beth A. Polidoro,Medicine (all)
Beth A. Polidoro,Animal Science and Zoology
Beth A. Polidoro,Ecology
Beth A. Polidoro,Nature and Landscape Conservation
Beth A. Polidoro,Environmental Chemistry
Beth A. Polidoro,Agricultural and Biological Sciences (all)
Beth A. Polidoro,"Renewable Energy, Sustainability and the Environment"
Beth A. Polidoro,Multidisciplinary
Beth A. Polidoro,"Management, Monitoring, Policy and Law"
Beth A. Polidoro,Immunology and Microbiology (all)
Beth A. Polidoro,"Ecology, Evolution, Behavior and Systematics"
Beth A. Polidoro,"Geography, Planning and Development"
Fernando Ponce,Applied Mathematics
Fernando Ponce,Process Chemistry and Technology
Fernando Ponce,Spectroscopy
Fernando Ponce,Energy Engineering and Power Technology
Fernando Ponce,Mechanics of Materials
Fernando Ponce,Signal Processing
Fernando Ponce,Computer Science Applications
Fernando Ponce,"Surfaces, Coatings and Films"
Fernando Ponce,"Electronic, Optical and Magnetic Materials"
Fernando Ponce,Organic Chemistry
Fernando Ponce,Physics and Astronomy (miscellaneous)
Fernando Ponce,Chemistry (all)
Fernando Ponce,"Renewable Energy, Sustainability and the Environment"
Fernando Ponce,Condensed Matter Physics
Fernando Ponce,Electrical and Electronic Engineering
Fernando Ponce,Ceramics and Composites
Fernando Ponce,Metals and Alloys
Fernando Ponce,Engineering (all)
Fernando Ponce,Physics and Astronomy (all)
Fernando Ponce,Surfaces and Interfaces
Fernando Ponce,Physical and Theoretical Chemistry
Fernando Ponce,Bioengineering
Fernando Ponce,Control and Systems Engineering
Fernando Ponce,Acoustics and Ultrasonics
Fernando Ponce,Multidisciplinary
Fernando Ponce,Instrumentation
Fernando Ponce,Industrial and Manufacturing Engineering
Fernando Ponce,Computer Networks and Communications
Fernando Ponce,Materials Science (all)
Fernando Ponce,Inorganic Chemistry
Fernando Ponce,Materials Chemistry
Fernando Ponce,Software
Fernando Ponce,Mechanical Engineering
Fernando Ponce,"Atomic and Molecular Physics, and Optics"
Rosimeiry Portela,Medicine (all)
Rosimeiry Portela,Earth and Planetary Sciences (all)
Rosimeiry Portela,Agricultural and Biological Sciences (miscellaneous)
Rosimeiry Portela,Social Sciences (miscellaneous)
Rosimeiry Portela,"Economics, Econometrics and Finance (all)"
Rosimeiry Portela,Nature and Landscape Conservation
Rosimeiry Portela,Agricultural and Biological Sciences (all)
Rosimeiry Portela,Social Sciences (all)
Rosimeiry Portela,"Management, Monitoring, Policy and Law"
Rosimeiry Portela,"Business, Management and Accounting (all)"
Rosimeiry Portela,"Biochemistry, Genetics and Molecular Biology (all)"
Rosimeiry Portela,Ecology
Rosimeiry Portela,Law
Rosimeiry Portela,Aquatic Science
Rosimeiry Portela,Global and Planetary Change
Rosimeiry Portela,Engineering (all)
Rosimeiry Portela,Economics and Econometrics
Rosimeiry Portela,Ecological Modeling
Rosimeiry Portela,"Geography, Planning and Development"
Rosimeiry Portela,Environmental Science (miscellaneous)
Rosimeiry Portela,"Ecology, Evolution, Behavior and Systematics"
Rosimeiry Portela,Environmental Science (all)
Sandra Price,Internal Medicine
Sandra Price,Engineering (all)
Sandra Price,Computer Science (all)
Sandra Price,"Endocrinology, Diabetes and Metabolism"
Sandra Price,Medicine (all)
Antonios Printezis,Leadership and Management
Antonios Printezis,"Business, Management and Accounting (all)"
Antonios Printezis,Health Policy
Antonios Printezis,Management Science and Operations Research
Antonios Printezis,Management of Technology and Innovation
Antonios Printezis,Strategy and Management
Antonios Printezis,Environmental Science (all)
Antonios Printezis,Health Information Management
Antonios Printezis,Information Systems and Management
Antonios Printezis,Health Informatics
Antonios Printezis,Economics and Econometrics
Antonios Printezis,Industrial and Manufacturing Engineering
Antonios Printezis,Software
Antonios Printezis,Care Planning
Antonios Printezis,Applied Mathematics
Antonios Printezis,Computer Science Applications
Antonios Printezis,Health (social science)
Paul Prosser,Medicine (all)
Paul Prosser,Immunology
Paul Prosser,Infectious Diseases
Paul Prosser,Dermatology
Thomas J. Puleo,Sociology and Political Science
Thomas J. Puleo,Environmental Science (miscellaneous)
Thomas J. Puleo,Earth-Surface Processes
Thomas J. Puleo,"Geography, Planning and Development"
Stephen Pyne,Molecular Medicine
Stephen Pyne,Drug Discovery
Stephen Pyne,Pharmacology (medical)
Stephen Pyne,Physics and Astronomy (all)
Stephen Pyne,Biophysics
Stephen Pyne,Food Science
Stephen Pyne,Materials Science (miscellaneous)
Stephen Pyne,Analytical Chemistry
Stephen Pyne,Condensed Matter Physics
Stephen Pyne,Genetics
Stephen Pyne,Physical and Theoretical Chemistry
Stephen Pyne,"Public Health, Environmental and Occupational Health"
Stephen Pyne,"Electronic, Optical and Magnetic Materials"
Stephen Pyne,Clinical Biochemistry
Stephen Pyne,Organic Chemistry
Stephen Pyne,"Health, Toxicology and Mutagenesis"
Stephen Pyne,Materials Chemistry
Stephen Pyne,Spectroscopy
Stephen Pyne,Oncology
Stephen Pyne,Biotechnology
Stephen Pyne,"Surfaces, Coatings and Films"
Stephen Pyne,Catalysis
Stephen Pyne,Epidemiology
Stephen Pyne,Multidisciplinary
Stephen Pyne,Pharmacology
Stephen Pyne,Pollution
Stephen Pyne,Inorganic Chemistry
Stephen Pyne,Chemical Engineering (all)
Stephen Pyne,Metals and Alloys
Stephen Pyne,Molecular Biology
Stephen Pyne,Ophthalmology
Stephen Pyne,Chemistry (miscellaneous)
Stephen Pyne,Cancer Research
Stephen Pyne,Toxicology
Stephen Pyne,Horticulture
Stephen Pyne,Plant Science
Stephen Pyne,Biochemistry
Stephen Pyne,Education
Stephen Pyne,Sensory Systems
Stephen Pyne,Chemical Engineering (miscellaneous)
Stephen Pyne,Complementary and Alternative Medicine
Stephen Pyne,Chemistry (all)
Stephen Pyne,Pharmaceutical Science
Stephen Pyne,Materials Science (all)
Stephen Pyne,Polymers and Plastics
Stephen Pyne,Mathematics (all)
Stephen Pyne,Colloid and Surface Chemistry
Stephen Pyne,"Biochemistry, Genetics and Molecular Biology (all)"
Stephen Pyne,Agronomy and Crop Science
Stephen Pyne,Ceramics and Composites
Ray Quay,Forestry
Ray Quay,"Renewable Energy, Sustainability and the Environment"
Ray Quay,Transportation
Ray Quay,Geology
Ray Quay,Soil Science
Ray Quay,"Geography, Planning and Development"
Ray Quay,Urban Studies
Ray Quay,Civil and Structural Engineering
Ray Quay,Sociology and Political Science
Ray Quay,Ecology
Ray Quay,Ocean Engineering
Ray Quay,Chemistry (all)
Ray Quay,Environmental Science (miscellaneous)
Ray Quay,Water Science and Technology
Ray Quay,"Management, Monitoring, Policy and Law"
Ray Quay,Engineering (all)
Ray Quay,Development
Ray Quay,"Ecology, Evolution, Behavior and Systematics"
Balakrishnan S. Ramakrishna,Pollution
Balakrishnan S. Ramakrishna,Immunology and Allergy
Balakrishnan S. Ramakrishna,Rheumatology
Balakrishnan S. Ramakrishna,Clinical Biochemistry
Balakrishnan S. Ramakrishna,Nutrition and Dietetics
Balakrishnan S. Ramakrishna,Hepatology
Balakrishnan S. Ramakrishna,Pulmonary and Respiratory Medicine
Balakrishnan S. Ramakrishna,Microbiology
Balakrishnan S. Ramakrishna,Transplantation
Balakrishnan S. Ramakrishna,"Health, Toxicology and Mutagenesis"
Balakrishnan S. Ramakrishna,Virology
Balakrishnan S. Ramakrishna,Agricultural and Biological Sciences (miscellaneous)
Balakrishnan S. Ramakrishna,Biochemistry
Balakrishnan S. Ramakrishna,Anesthesiology and Pain Medicine
Balakrishnan S. Ramakrishna,Medicine (miscellaneous)
Balakrishnan S. Ramakrishna,Food Science
Balakrishnan S. Ramakrishna,Oncology
Balakrishnan S. Ramakrishna,"Pediatrics, Perinatology and Child Health"
Balakrishnan S. Ramakrishna,Ecology
Balakrishnan S. Ramakrishna,Medicine (all)
Balakrishnan S. Ramakrishna,Applied Microbiology and Biotechnology
Balakrishnan S. Ramakrishna,Microbiology (medical)
Balakrishnan S. Ramakrishna,Molecular Biology
Balakrishnan S. Ramakrishna,Engineering (all)
Balakrishnan S. Ramakrishna,Gastroenterology
Balakrishnan S. Ramakrishna,Health Professions  (all)
Balakrishnan S. Ramakrishna,Pathology and Forensic Medicine
